Pipeline_index,Combination,Perplexity,Early_exaggeration,Initial_momentum,Final_momentum,Theta,tSNE_runtime_min,Affinity_runtime_min,KL_divergence,trust_k30,trust_k300,stress
pipeline_0,"(65, 4, 0.1, 0.8, 0.25)",65,4,0.1,0.8,0.25,60.08190790017446,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_1,"(65, 4, 0.1, 0.9, 0.25)",65,4,0.1,0.9,0.25,58.73911450306574,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_2,"(65, 4, 0.1, 1.0, 0.25)",65,4,0.1,1.0,0.25,59.22180160284042,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_3,"(65, 4, 0.3, 0.8, 0.25)",65,4,0.3,0.8,0.25,58.6146077076594,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_4,"(65, 4, 0.3, 0.9, 0.25)",65,4,0.3,0.9,0.25,59.59052098989487,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_5,"(65, 4, 0.3, 1.0, 0.25)",65,4,0.3,1.0,0.25,59.01999189853668,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_6,"(65, 4, 0.5, 0.8, 0.25)",65,4,0.5,0.8,0.25,58.75108201901118,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_7,"(65, 4, 0.5, 0.9, 0.25)",65,4,0.5,0.9,0.25,58.46788938442866,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_8,"(65, 4, 0.5, 1.0, 0.25)",65,4,0.5,1.0,0.25,58.691540765762326,12.199162157376607,2.927480232754588,0.634350419144849,0.6100109872381385,0.5610971283600511
pipeline_9,"(65, 4, 0.1, 0.8, 0.5)",65,4,0.1,0.8,0.5,20.74109361569087,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_10,"(65, 4, 0.1, 0.9, 0.5)",65,4,0.1,0.9,0.5,20.896271574497224,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_11,"(65, 4, 0.1, 1.0, 0.5)",65,4,0.1,1.0,0.5,20.761056419213613,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_12,"(65, 4, 0.3, 0.8, 0.5)",65,4,0.3,0.8,0.5,20.813443688551583,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_13,"(65, 4, 0.3, 0.9, 0.5)",65,4,0.3,0.9,0.5,20.9758283217748,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_14,"(65, 4, 0.3, 1.0, 0.5)",65,4,0.3,1.0,0.5,20.823025325934093,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_15,"(65, 4, 0.5, 0.8, 0.5)",65,4,0.5,0.8,0.5,20.69082481066386,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_16,"(65, 4, 0.5, 0.9, 0.5)",65,4,0.5,0.9,0.5,20.711416860421497,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_17,"(65, 4, 0.5, 1.0, 0.5)",65,4,0.5,1.0,0.5,20.780560553073883,12.199162157376607,2.928818040727096,0.6343255797494403,0.6106255952418014,0.5749134000071447
pipeline_18,"(65, 4, 0.1, 0.8, 0.75)",65,4,0.1,0.8,0.75,12.027762711048126,12.199162157376607,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_19,"(65, 4, 0.1, 0.9, 0.75)",65,4,0.1,0.9,0.75,11.8747279326121,12.199162157376607,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_20,"(65, 4, 0.1, 1.0, 0.75)",65,4,0.1,1.0,0.75,12.168278121948244,12.298686297734578,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_21,"(65, 4, 0.3, 0.8, 0.75)",65,4,0.3,0.8,0.75,12.038832263151804,12.298686297734578,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_22,"(65, 4, 0.3, 0.9, 0.75)",65,4,0.3,0.9,0.75,12.12956831852595,12.298686297734578,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_23,"(65, 4, 0.3, 1.0, 0.75)",65,4,0.3,1.0,0.75,12.040109968185424,12.298686297734578,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_24,"(65, 4, 0.5, 0.8, 0.75)",65,4,0.5,0.8,0.75,11.939760168393454,12.298686297734578,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_25,"(65, 4, 0.5, 0.9, 0.75)",65,4,0.5,0.9,0.75,12.164267293612165,12.298686297734578,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_26,"(65, 4, 0.5, 1.0, 0.75)",65,4,0.5,1.0,0.75,11.84099469979604,12.298686297734578,2.929344773662656,0.6335349194187634,0.6107583208672377,0.613602675095237
pipeline_27,"(65, 4, 0.1, 0.8, 1.0)",65,4,0.1,0.8,1.0,8.201877077420553,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_28,"(65, 4, 0.1, 0.9, 1.0)",65,4,0.1,0.9,1.0,8.133275751272837,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_29,"(65, 4, 0.1, 1.0, 1.0)",65,4,0.1,1.0,1.0,8.175423868497212,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_30,"(65, 4, 0.3, 0.8, 1.0)",65,4,0.3,0.8,1.0,8.228031222025553,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_31,"(65, 4, 0.3, 0.9, 1.0)",65,4,0.3,0.9,1.0,8.16524670124054,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_32,"(65, 4, 0.3, 1.0, 1.0)",65,4,0.3,1.0,1.0,8.32440630197525,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_33,"(65, 4, 0.5, 0.8, 1.0)",65,4,0.5,0.8,1.0,8.251519544919331,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_34,"(65, 4, 0.5, 0.9, 1.0)",65,4,0.5,0.9,1.0,8.121925099690754,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_35,"(65, 4, 0.5, 1.0, 1.0)",65,4,0.5,1.0,1.0,8.170208382606507,12.298686297734578,2.948617826550999,0.6317464836595361,0.6105830654615645,0.6774839446968032
pipeline_36,"(65, 11, 0.1, 0.8, 0.25)",65,11,0.1,0.8,0.25,60.704796663920085,12.298686297734578,2.936716374948242,0.6340248611548518,0.6100687464256449,0.5735397172203497
pipeline_37,"(65, 11, 0.1, 0.9, 0.25)",65,11,0.1,0.9,0.25,81.21163839499155,12.298686297734578,2.942395839929075,0.6341817317832308,0.6105727972814253,0.5677122452836482
pipeline_38,"(65, 11, 0.1, 1.0, 0.25)",65,11,0.1,1.0,0.25,61.16096167961757,12.298686297734578,2.942395839929075,0.6341817317832308,0.6105727972814253,0.5677122452836482
pipeline_39,"(65, 11, 0.3, 0.8, 0.25)",65,11,0.3,0.8,0.25,61.22420268456141,12.298686297734578,2.942395839929075,0.6341817317832308,0.6105727972814253,0.5677122452836482
pipeline_40,"(45, 11, 0.5, 0.8, 0.75)",45,11,0.5,0.8,0.75,11.936184589068096,10.829813655217489,3.0791420742214743,0.6351743844577693,0.6075365775777322,0.5765225218133259
pipeline_41,"(45, 11, 0.5, 0.9, 0.75)",45,11,0.5,0.9,0.75,11.24125879208247,10.829813655217489,3.0809580363637625,0.6350086104426449,0.6070676466739301,0.5702971829826256
pipeline_42,"(45, 11, 0.5, 1.0, 0.75)",45,11,0.5,1.0,0.75,11.270943037668864,10.829813655217489,3.0809580363637625,0.6350086104426449,0.6070676466739301,0.5702971829826256
pipeline_43,"(45, 11, 0.1, 0.8, 1.0)",45,11,0.1,0.8,1.0,7.786945501963298,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_44,"(45, 11, 0.1, 0.9, 1.0)",45,11,0.1,0.9,1.0,7.825438825289408,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_45,"(45, 11, 0.1, 1.0, 1.0)",45,11,0.1,1.0,1.0,7.74478311141332,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_46,"(45, 11, 0.3, 0.8, 1.0)",45,11,0.3,0.8,1.0,7.810865942637125,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_47,"(45, 11, 0.3, 0.9, 1.0)",45,11,0.3,0.9,1.0,7.895017449061076,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_48,"(45, 11, 0.3, 1.0, 1.0)",45,11,0.3,1.0,1.0,7.912281580766042,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_49,"(45, 11, 0.5, 0.8, 1.0)",45,11,0.5,0.8,1.0,7.905239498615264,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_50,"(45, 11, 0.5, 0.9, 1.0)",45,11,0.5,0.9,1.0,7.896366842587789,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_51,"(45, 11, 0.5, 1.0, 1.0)",45,11,0.5,1.0,1.0,7.950263766447703,10.829813655217489,3.1018637270722387,0.633699202566335,0.6066522122009401,0.6139984356992999
pipeline_52,"(45, 18, 0.1, 0.8, 0.25)",45,18,0.1,0.8,0.25,60.32065371274948,10.829813655217489,3.0752854368733207,0.6359062397108,0.6070062059907533,0.546532830622824
pipeline_53,"(45, 18, 0.1, 0.9, 0.25)",45,18,0.1,0.9,0.25,60.16374481121699,10.829813655217489,3.077135917320158,0.6360637555817595,0.6063929964114659,0.5515513379904604
pipeline_54,"(45, 18, 0.1, 1.0, 0.25)",45,18,0.1,1.0,0.25,59.45647548437118,10.829813655217489,3.076647426200504,0.635697634748017,0.606784132503617,0.5450183453530997
pipeline_55,"(45, 18, 0.3, 0.8, 0.25)",45,18,0.3,0.8,0.25,60.07964170773824,10.829813655217489,3.084408487279415,0.6356017571524186,0.6067683807871656,0.5569290601441704
pipeline_56,"(45, 18, 0.3, 0.9, 0.25)",45,18,0.3,0.9,0.25,60.53151008288066,10.829813655217489,3.084408487279415,0.6356017571524186,0.6067683807871656,0.5569290601441704
pipeline_57,"(45, 18, 0.3, 1.0, 0.25)",45,18,0.3,1.0,0.25,59.57181127071381,10.829813655217489,3.084408487279415,0.6356017571524186,0.6067683807871656,0.5569290601441704
pipeline_58,"(45, 18, 0.5, 0.8, 0.25)",45,18,0.5,0.8,0.25,59.469571419556935,10.829813655217489,3.084408487279415,0.6356017571524186,0.6067683807871656,0.5569290601441704
pipeline_59,"(45, 18, 0.5, 0.9, 0.25)",45,18,0.5,0.9,0.25,59.40107710758845,10.829813655217489,3.084408487279415,0.6356017571524186,0.6067683807871656,0.5569290601441704
pipeline_60,"(45, 18, 0.5, 1.0, 0.25)",45,18,0.5,1.0,0.25,59.39684190352758,10.829813655217489,3.084408487279415,0.6356017571524186,0.6067683807871656,0.5569290601441704
pipeline_61,"(45, 18, 0.1, 0.8, 0.5)",45,18,0.1,0.8,0.5,20.355701303482057,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_62,"(45, 18, 0.1, 0.9, 0.5)",45,18,0.1,0.9,0.5,20.369271516799927,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_63,"(45, 18, 0.1, 1.0, 0.5)",45,18,0.1,1.0,0.5,20.372981894016267,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_64,"(45, 18, 0.3, 0.8, 0.5)",45,18,0.3,0.8,0.5,20.36303316752116,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_65,"(45, 18, 0.3, 0.9, 0.5)",45,18,0.3,0.9,0.5,20.330310491720837,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_66,"(45, 18, 0.3, 1.0, 0.5)",45,18,0.3,1.0,0.5,20.439362649122877,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_67,"(45, 18, 0.5, 0.8, 0.5)",45,18,0.5,0.8,0.5,20.384740539391835,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_68,"(45, 18, 0.5, 0.9, 0.5)",45,18,0.5,0.9,0.5,20.403106311957043,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_69,"(45, 18, 0.5, 1.0, 0.5)",45,18,0.5,1.0,0.5,20.352064414819083,10.829813655217489,3.0783508684502827,0.6355395383885073,0.6070291665809247,0.5548962994821525
pipeline_70,"(45, 18, 0.1, 0.8, 0.75)",45,18,0.1,0.8,0.75,11.28620305856069,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_71,"(45, 18, 0.1, 0.9, 0.75)",45,18,0.1,0.9,0.75,11.269759261608124,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_72,"(45, 18, 0.1, 1.0, 0.75)",45,18,0.1,1.0,0.75,11.263370533784231,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_73,"(45, 18, 0.3, 0.8, 0.75)",45,18,0.3,0.8,0.75,11.290288956960042,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_74,"(45, 18, 0.3, 0.9, 0.75)",45,18,0.3,0.9,0.75,11.276631240049998,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_75,"(45, 18, 0.3, 1.0, 0.75)",45,18,0.3,1.0,0.75,11.304442437489827,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_76,"(45, 18, 0.5, 0.8, 0.75)",45,18,0.5,0.8,0.75,11.2586074868838,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_77,"(45, 18, 0.5, 0.9, 0.75)",45,18,0.5,0.9,0.75,11.274196847279866,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_78,"(45, 18, 0.5, 1.0, 0.75)",45,18,0.5,1.0,0.75,11.268182933330536,10.829813655217489,3.079101694307056,0.6353974111248817,0.6069629024338292,0.569977592416537
pipeline_79,"(45, 18, 0.1, 0.8, 1.0)",45,18,0.1,0.8,1.0,7.680388935407003,10.829813655217489,3.1021767500536725,0.6342984545785344,0.6075064763697584,0.6276234420342858
pipeline_80,"(45, 18, 0.1, 0.9, 1.0)",45,18,0.1,0.9,1.0,7.698744606971741,10.829813655217489,3.1021767500536725,0.6342984545785344,0.6075064763697584,0.6276234420342858
pipeline_81,"(45, 18, 0.1, 1.0, 1.0)",45,18,0.1,1.0,1.0,7.702970071633657,10.829813655217489,3.1021767500536725,0.6342984545785344,0.6075064763697584,0.6276234420342858
pipeline_82,"(45, 18, 0.3, 0.8, 1.0)",45,18,0.3,0.8,1.0,7.68249341249466,10.829813655217489,3.1021767500536725,0.6342984545785344,0.6075064763697584,0.6276234420342858
pipeline_83,"(45, 18, 0.3, 0.9, 1.0)",45,18,0.3,0.9,1.0,7.703145980834961,10.829813655217489,3.1021767500536725,0.6342984545785344,0.6075064763697584,0.6276234420342858
pipeline_84,"(45, 18, 0.3, 1.0, 1.0)",45,18,0.3,1.0,1.0,7.724000147978464,10.829813655217489,3.1021767500536725,0.6342984545785344,0.6075064763697584,0.6276234420342858
pipeline_85,"(45, 4, 0.1, 0.8, 0.25)",45,4,0.1,0.8,0.25,54.56268446842829,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_86,"(45, 4, 0.1, 0.9, 0.25)",45,4,0.1,0.9,0.25,54.57688108285268,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_87,"(45, 4, 0.1, 1.0, 0.25)",45,4,0.1,1.0,0.25,54.5738548318545,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_88,"(45, 4, 0.3, 0.8, 0.25)",45,4,0.3,0.8,0.25,54.53546781937281,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_89,"(45, 4, 0.3, 0.9, 0.25)",45,4,0.3,0.9,0.25,54.56469209988912,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_90,"(45, 4, 0.3, 1.0, 0.25)",45,4,0.3,1.0,0.25,54.59458136161168,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_91,"(45, 4, 0.5, 0.8, 0.25)",45,4,0.5,0.8,0.25,54.64027929703395,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_92,"(45, 4, 0.5, 0.9, 0.25)",45,4,0.5,0.9,0.25,54.58468159834544,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_93,"(45, 4, 0.5, 1.0, 0.25)",45,4,0.5,1.0,0.25,54.64035932620367,10.437137993176778,3.064018247247043,0.6356474480349401,0.6067086633374807,0.5957816214004353
pipeline_94,"(45, 4, 0.1, 0.8, 0.5)",45,4,0.1,0.8,0.5,19.11437362035116,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_95,"(45, 4, 0.1, 0.9, 0.5)",45,4,0.1,0.9,0.5,19.058121009667715,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_96,"(45, 4, 0.1, 1.0, 0.5)",45,4,0.1,1.0,0.5,19.07541624307633,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_97,"(45, 4, 0.3, 0.8, 0.5)",45,4,0.3,0.8,0.5,19.079226783911388,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_98,"(45, 4, 0.3, 0.9, 0.5)",45,4,0.3,0.9,0.5,19.155472163359324,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_99,"(45, 4, 0.3, 1.0, 0.5)",45,4,0.3,1.0,0.5,19.05811762412389,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_100,"(45, 4, 0.5, 0.8, 0.5)",45,4,0.5,0.8,0.5,19.095616869131725,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_101,"(45, 4, 0.5, 0.9, 0.5)",45,4,0.5,0.9,0.5,19.12163831790288,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_102,"(45, 4, 0.5, 1.0, 0.5)",45,4,0.5,1.0,0.5,19.08627557754517,10.437137993176778,3.064842146643855,0.6357942455054585,0.6072003122945118,0.5874090902093897
pipeline_103,"(45, 4, 0.1, 0.8, 0.75)",45,4,0.1,0.8,0.75,10.740218424797058,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_104,"(45, 4, 0.1, 0.9, 0.75)",45,4,0.1,0.9,0.75,10.749313509464264,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_105,"(45, 4, 0.1, 1.0, 0.75)",45,4,0.1,1.0,0.75,10.749567608038584,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_106,"(45, 4, 0.3, 0.8, 0.75)",45,4,0.3,0.8,0.75,10.77914078235626,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_107,"(45, 4, 0.3, 0.9, 0.75)",45,4,0.3,0.9,0.75,10.790233810742697,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_108,"(45, 4, 0.3, 1.0, 0.75)",45,4,0.3,1.0,0.75,10.719893602530162,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_109,"(45, 4, 0.5, 0.8, 0.75)",45,4,0.5,0.8,0.75,10.734708706537882,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_110,"(45, 4, 0.5, 0.9, 0.75)",45,4,0.5,0.9,0.75,10.77000432809194,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_111,"(45, 4, 0.5, 1.0, 0.75)",45,4,0.5,1.0,0.75,10.747334277629852,10.437137993176778,3.069994787992293,0.6351526586868039,0.6069791001466243,0.5981922949416033
pipeline_112,"(45, 4, 0.1, 0.8, 1.0)",45,4,0.1,0.8,1.0,7.510308889547984,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_113,"(45, 4, 0.1, 0.9, 1.0)",45,4,0.1,0.9,1.0,7.496405057112375,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_114,"(45, 4, 0.1, 1.0, 1.0)",45,4,0.1,1.0,1.0,7.508017222086589,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_115,"(45, 4, 0.3, 0.8, 1.0)",45,4,0.3,0.8,1.0,7.504593495527903,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_116,"(45, 4, 0.3, 0.9, 1.0)",45,4,0.3,0.9,1.0,7.505927097797394,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_117,"(45, 4, 0.3, 1.0, 1.0)",45,4,0.3,1.0,1.0,7.507568983236949,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_118,"(45, 4, 0.5, 0.8, 1.0)",45,4,0.5,0.8,1.0,7.510671230157216,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_119,"(45, 4, 0.5, 0.9, 1.0)",45,4,0.5,0.9,1.0,7.533287215232849,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_120,"(45, 4, 0.5, 1.0, 1.0)",45,4,0.5,1.0,1.0,7.523474697271983,10.437137993176778,3.0884519733393727,0.6342239505546412,0.6079502215594585,0.6348399167084058
pipeline_121,"(45, 11, 0.1, 0.8, 0.25)",45,11,0.1,0.8,0.25,58.52943150599798,10.437137993176778,3.0757490271982064,0.6357196676619705,0.6065303011237434,0.5472403451218848
pipeline_122,"(45, 11, 0.1, 0.9, 0.25)",45,11,0.1,0.9,0.25,58.52007751464844,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_123,"(45, 11, 0.1, 1.0, 0.25)",45,11,0.1,1.0,0.25,59.14710320234299,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_124,"(45, 11, 0.3, 0.8, 0.25)",45,11,0.3,0.8,0.25,58.43018343051275,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_125,"(45, 11, 0.3, 0.9, 0.25)",45,11,0.3,0.9,0.25,58.556166315078734,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_126,"(45, 11, 0.3, 1.0, 0.25)",45,11,0.3,1.0,0.25,58.35376415252686,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_127,"(45, 11, 0.5, 0.8, 0.25)",45,11,0.5,0.8,0.25,58.555118815104166,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_128,"(45, 11, 0.5, 0.9, 0.25)",45,11,0.5,0.9,0.25,58.68727044264475,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_129,"(45, 11, 0.5, 1.0, 0.25)",45,11,0.5,1.0,0.25,58.49286995728811,10.437137993176778,3.0800330544249093,0.6358135924640069,0.6070581271374441,0.5499065301173907
pipeline_130,"(45, 11, 0.1, 0.8, 0.5)",45,11,0.1,0.8,0.5,20.48296505212784,10.437137993176778,3.0799464146888127,0.6359958989559685,0.6073694397621683,0.5606279176238772
pipeline_131,"(45, 11, 0.1, 0.9, 0.5)",45,11,0.1,0.9,0.5,20.675857702891037,10.437137993176778,3.0799464146888127,0.6359958989559685,0.6073694397621683,0.5606279176238772
pipeline_132,"(45, 11, 0.1, 1.0, 0.5)",45,11,0.1,1.0,0.5,20.519642666975656,10.437137993176778,3.0799464146888127,0.6359958989559685,0.6073694397621683,0.5606279176238772
pipeline_133,"(45, 11, 0.3, 0.8, 0.5)",45,11,0.3,0.8,0.5,20.65696489810944,10.437137993176778,3.0799464146888127,0.6359958989559685,0.6073694397621683,0.5606279176238772
pipeline_134,"(45, 11, 0.3, 0.9, 0.5)",45,11,0.3,0.9,0.5,20.33045746088028,10.437137993176778,3.0799464146888127,0.6359958989559685,0.6073694397621683,0.5606279176238772
